,Unnamed: 0,Age,Sex,Job,Housing,Credit amount,Duration,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Saving accounts_unknown,Checking account_moderate,Checking account_rich,Checking account_unknown
304,304,44,1,2,0,10127,48,True,False,False,False,False,False,False,False,True,False,False,False,False,True
305,305,33,1,2,1,1543,6,False,False,False,True,False,False,False,False,False,True,False,False,False,True
306,306,24,0,1,2,4811,30,True,False,False,False,False,False,False,False,False,False,True,False,False,True
307,307,33,1,1,1,727,12,False,False,False,False,True,False,False,True,False,False,False,False,False,False
308,308,24,0,2,1,1237,8,False,False,False,True,False,False,False,False,False,False,False,True,False,False
309,309,22,1,1,2,276,9,True,False,False,False,False,False,False,False,False,False,False,True,False,False
310,310,40,1,0,0,5381,48,False,False,False,False,False,False,True,False,False,False,True,True,False,False
311,311,25,1,2,1,5511,24,False,False,False,True,False,False,False,True,False,False,False,False,False,True
312,312,26,0,2,1,3749,24,False,False,False,True,False,False,False,False,False,False,False,False,True,False
313,313,25,1,1,1,685,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False
314,314,29,1,1,1,1494,4,True,False,False,False,False,False,False,False,False,False,True,False,True,False
315,315,31,1,2,1,2746,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False
316,316,38,1,1,1,708,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False
317,317,48,0,1,1,4351,24,False,False,False,True,False,False,False,False,False,False,True,True,False,False
318,318,32,1,2,1,701,12,False,False,True,False,False,False,False,False,False,False,False,False,False,True
319,319,27,0,1,1,3643,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False
320,320,28,1,3,1,4249,30,True,False,False,False,False,False,False,False,False,False,False,True,False,False
321,321,32,1,2,1,1938,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False
322,322,34,1,3,0,2910,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False
323,323,28,1,2,1,2659,18,False,False,False,True,False,False,False,False,False,True,False,False,False,False
324,324,36,0,2,1,1028,18,True,False,False,False,False,False,False,False,False,False,False,False,False,True
325,325,39,1,1,1,3398,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
326,326,49,1,2,2,5801,12,False,False,False,True,False,False,False,False,False,False,True,False,False,True
327,327,34,0,2,1,1525,24,True,False,False,False,False,False,False,False,False,True,False,False,False,True
328,328,31,1,2,1,4473,36,False,False,False,False,True,False,False,False,False,False,False,False,True,False
329,329,28,1,2,1,1068,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False
330,330,75,1,3,0,6615,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False
331,331,30,0,2,1,1864,18,False,False,True,False,False,False,False,True,False,False,False,False,False,True
332,332,24,0,3,1,7408,60,True,False,False,False,False,False,False,True,False,False,False,True,False,False
333,333,24,0,1,2,11590,48,True,False,False,False,False,False,False,True,False,False,False,False,False,True
334,334,23,1,2,2,4110,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False
335,335,44,1,3,2,3384,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False
336,336,23,0,1,1,2101,13,False,False,False,False,True,False,False,False,False,False,False,True,False,False
337,337,24,0,2,2,1275,15,False,True,False,False,False,False,False,False,False,False,True,False,False,False
338,338,28,1,2,1,4169,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False
339,339,31,1,1,1,1521,10,False,False,False,True,False,False,False,False,False,False,False,True,False,False
340,340,24,0,2,0,5743,24,False,False,True,False,False,False,False,False,False,False,False,True,False,False
341,341,26,0,1,2,3599,21,False,False,False,True,False,False,False,False,False,False,False,False,False,False
342,342,25,1,2,2,3213,18,False,False,False,False,True,False,False,False,True,False,False,True,False,False
343,343,33,1,3,1,4439,18,False,False,False,False,False,False,False,False,False,False,False,True,False,False
344,344,37,1,1,1,3949,10,True,False,False,False,False,False,False,False,False,False,False,False,True,False
345,345,43,0,1,1,1459,15,False,False,False,False,True,False,False,False,False,False,False,False,False,True
346,346,23,1,2,1,882,13,False,False,False,False,True,False,False,False,False,False,False,True,False,False
347,347,23,0,0,2,3758,24,False,False,False,False,True,False,False,False,True,False,False,True,False,False
348,348,34,1,1,1,1743,6,False,False,False,False,False,False,False,True,False,False,False,False,False,True
349,349,32,1,2,0,1136,9,False,False,True,False,False,False,False,False,False,True,False,True,False,False
350,350,23,0,2,2,1236,9,False,True,False,False,False,False,False,False,False,False,False,False,False,True
351,351,29,0,2,1,959,9,False,False,False,True,False,False,False,False,False,False,False,True,False,False
352,352,38,1,3,1,3229,18,True,False,False,False,False,False,False,False,False,False,True,False,False,True
353,353,28,1,2,2,6199,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False
354,354,46,1,2,0,727,10,False,False,True,False,False,False,False,False,True,False,False,False,False,True
355,355,23,1,1,1,1246,24,True,False,False,False,False,False,False,False,False,False,False,True,False,False
356,356,49,1,2,1,2331,12,False,False,False,False,True,False,False,False,False,False,True,False,False,True
357,357,26,1,3,1,4463,36,False,False,False,False,True,False,False,False,False,False,False,False,False,True
358,358,28,1,2,1,776,12,False,False,False,False,True,False,False,False,False,False,False,False,False,True
359,359,23,0,2,2,2406,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False
360,360,61,1,2,0,1239,18,False,False,True,False,False,False,False,False,False,False,True,True,False,False
361,361,37,1,3,1,3399,12,False,False,False,False,True,False,False,False,False,False,True,False,True,False
362,362,36,0,2,1,2247,12,True,False,False,False,False,False,False,False,False,False,False,False,True,False
363,363,21,1,2,2,1766,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True
364,364,25,1,0,1,2473,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False
365,365,36,1,2,1,1542,12,False,False,False,False,False,False,False,False,False,False,False,False,False,True
366,366,27,1,2,1,3850,18,True,False,False,False,False,False,False,False,False,False,False,False,False,True
367,367,22,0,2,2,3650,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False
368,368,42,1,2,1,3446,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False
369,369,40,0,2,2,3001,18,False,False,False,True,False,False,False,False,False,False,False,True,False,False
370,370,36,1,2,1,3079,36,True,False,False,False,False,False,False,False,False,False,True,False,False,True
371,371,33,1,2,1,6070,18,False,False,False,False,True,False,False,False,False,False,False,False,False,True
372,372,23,0,2,2,2146,10,False,False,False,True,False,False,False,False,False,False,False,False,False,True
373,373,63,1,3,0,13756,60,True,False,False,False,False,False,False,False,False,False,True,False,False,True
374,374,60,0,3,0,14782,60,False,False,False,False,False,False,True,True,False,False,False,True,False,False
375,375,37,0,2,2,7685,48,False,False,False,False,False,False,False,False,False,False,False,False,False,False
376,376,34,1,2,1,2320,18,False,False,False,False,True,False,False,False,False,False,False,False,False,True
377,377,36,1,2,0,846,7,False,False,False,False,True,False,False,False,False,False,True,False,False,True
378,378,57,1,3,0,14318,36,True,False,False,False,False,False,False,False,False,False,False,True,False,False
379,379,52,0,1,1,362,6,True,False,False,False,False,False,False,True,False,False,False,False,False,True
380,380,39,1,2,1,2212,20,False,False,False,True,False,False,False,False,False,False,True,False,False,False
381,381,38,0,3,0,12976,18,True,False,False,False,False,False,False,False,False,False,False,True,False,False
382,382,25,0,2,2,1283,22,True,False,False,False,False,False,False,False,False,False,True,False,False,True
383,383,26,1,2,1,1330,12,True,False,False,False,False,False,False,False,False,False,False,False,True,False
384,384,26,1,1,1,4272,30,False,False,False,False,False,False,False,True,False,False,False,False,False,True
385,385,25,0,2,1,2238,18,False,False,False,False,True,False,False,False,False,False,False,False,False,True
386,386,21,0,2,2,1126,18,False,False,False,False,True,False,False,False,False,False,True,False,False,True
387,387,40,1,3,1,7374,18,False,False,False,True,False,False,False,False,False,False,False,True,False,False
388,388,27,1,2,1,2326,15,False,False,False,False,False,False,False,False,True,False,False,True,False,False
389,389,27,0,2,1,1449,9,False,False,False,False,False,False,False,False,False,False,False,False,False,True
390,390,30,1,3,1,1820,18,True,False,False,False,False,False,False,False,False,False,False,False,False,True
391,391,19,0,1,2,983,12,False,False,False,True,False,False,False,False,False,True,False,True,False,False
392,392,39,1,3,0,3249,36,True,False,False,False,False,False,False,False,False,False,False,False,False,False
393,393,31,0,2,1,1957,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False
394,394,31,1,3,1,2406,9,False,False,False,True,False,False,False,False,False,False,False,False,False,True
395,395,32,1,2,2,11760,39,False,False,True,False,False,False,False,True,False,False,False,True,False,False
396,396,55,0,3,0,2578,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False
397,397,46,1,2,1,2348,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False
398,398,46,1,2,2,1223,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False
399,399,43,0,1,1,1516,24,False,False,False,False,True,False,False,False,False,True,False,False,False,True
400,400,39,1,2,1,1473,18,False,False,False,False,True,False,False,False,False,False,False,False,False,True
401,401,28,1,2,1,1887,18,False,False,False,False,False,False,False,False,False,False,True,True,False,False
402,402,27,1,2,1,8648,24,False,False,False,False,False,False,False,False,False,False,False,False,False,True
403,403,27,1,1,1,802,14,True,False,False,False,False,False,False,False,False,False,False,False,False,True
404,404,43,1,2,1,2899,18,True,False,False,False,False,False,False,False,False,False,True,True,False,False
405,405,22,1,2,1,2039,24,False,False,False,False,True,False,False,False,False,False,False,True,False,False
406,406,43,1,2,1,2197,24,True,False,False,False,False,False,False,False,False,False,True,False,False,True
407,407,27,1,2,1,1053,15,False,False,False,False,True,False,False,False,False,False,False,False,False,False
408,408,26,1,3,1,3235,24,False,False,False,False,True,False,False,False,True,False,False,False,False,True
409,409,28,1,2,1,939,12,True,False,False,False,False,False,False,False,True,False,False,False,True,False
410,410,20,0,2,1,1967,24,False,False,False,False,True,False,False,False,False,False,False,True,False,False
411,411,35,1,3,1,7253,33,True,False,False,False,False,False,False,False,False,False,False,False,False,True
412,412,42,1,3,1,2292,12,False,False,False,False,False,False,False,False,False,False,False,False,False,True
413,413,40,1,1,2,1597,10,True,False,False,False,False,False,False,False,True,False,False,False,False,True
414,414,35,0,2,1,1381,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False
415,415,35,1,2,1,5842,36,True,False,False,False,False,False,False,False,False,False,False,False,False,True
416,416,33,1,1,1,2579,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False
417,417,23,0,2,2,8471,18,False,False,True,False,False,False,False,False,False,False,True,False,False,False
418,418,31,0,3,1,2782,21,True,False,False,False,False,False,False,False,True,False,False,False,False,True
419,419,33,0,2,1,1042,18,True,False,False,False,False,False,False,False,False,False,True,True,False,False
420,420,20,0,2,2,3186,15,True,False,False,False,False,False,False,False,False,True,False,False,False,True
421,421,30,1,2,1,2028,12,True,False,False,False,False,False,False,False,False,False,True,True,False,False
422,422,47,1,1,1,958,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False
423,423,34,1,3,1,1591,21,False,False,False,True,False,False,False,True,False,False,False,False,False,True
424,424,25,0,2,1,2762,12,False,False,False,True,False,False,False,False,False,False,True,True,False,False
425,425,21,1,2,2,2779,18,True,False,False,False,False,False,False,False,False,False,False,True,False,False
426,426,29,1,2,1,2743,28,False,False,False,False,True,False,False,False,False,False,False,False,False,True
427,427,46,1,2,1,1149,18,False,False,False,False,True,False,False,False,False,True,False,False,False,True
428,428,20,1,2,1,1313,9,False,False,False,True,False,False,False,False,False,False,False,False,False,True
429,429,55,0,0,0,1190,18,False,False,False,False,False,True,False,False,False,False,False,False,False,False
430,430,74,1,1,1,3448,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True
431,431,29,1,3,1,11328,24,False,False,False,False,False,False,True,False,False,False,False,True,False,False
432,432,36,1,3,0,1872,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False
433,433,33,1,2,1,2058,24,False,False,False,False,False,True,False,False,False,False,False,False,False,True
434,434,25,1,2,1,2136,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False
435,435,25,1,2,1,1484,12,False,False,False,False,True,False,False,False,False,False,True,True,False,False
436,436,23,1,1,2,660,6,False,False,False,False,False,True,False,False,True,False,False,False,False,True
437,437,37,0,2,1,1287,24,True,False,False,False,False,False,False,False,False,True,False,False,False,True
438,438,65,1,0,1,3394,42,False,False,False,False,False,True,False,False,False,False,False,False,False,False
439,439,26,0,0,1,609,12,False,False,False,False,False,False,False,False,False,False,False,False,True,False
440,440,39,1,3,1,1884,12,True,False,False,False,False,False,False,False,False,False,False,False,False,True
441,441,30,0,2,1,1620,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False
442,442,29,1,2,1,2629,20,False,False,False,False,False,False,True,False,False,False,False,True,False,False
443,443,41,1,1,1,719,12,False,False,True,False,False,False,False,False,False,False,False,False,False,True
444,444,30,0,3,1,5096,48,False,False,False,True,False,False,False,False,False,False,False,True,False,False
445,445,41,0,1,2,1244,9,False,False,True,False,False,False,False,False,False,False,True,False,False,True
446,446,34,0,2,1,1842,36,True,False,False,False,False,False,False,False,False,False,False,False,False,False
447,447,35,1,2,1,2576,7,False,False,False,False,True,False,False,False,False,False,False,True,False,False
448,448,55,0,3,1,1424,12,False,False,False,True,False,False,False,False,False,False,True,False,True,False
449,449,61,1,2,1,1512,15,False,False,False,False,False,True,False,False,False,True,False,True,False,False
450,450,30,1,3,1,11054,36,True,False,False,False,False,False,False,False,False,False,True,False,False,True
451,451,29,0,2,1,518,6,False,False,False,False,True,False,False,False,False,False,False,False,False,True
452,452,34,1,2,1,2759,12,False,False,False,True,False,False,False,False,False,False,False,False,False,True
453,453,35,1,3,1,2670,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True
454,454,31,1,2,1,4817,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False
455,455,29,0,3,1,2679,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True
456,456,36,1,2,2,3905,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False
457,457,35,1,2,0,3386,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False
458,458,27,0,2,1,343,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False
459,459,32,1,2,1,4594,18,False,False,False,False,True,False,False,False,False,False,False,False,False,True
460,460,37,1,2,1,3620,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False
461,461,36,1,2,1,1721,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False
462,462,34,0,3,2,3017,12,False,False,False,True,False,False,False,False,False,False,False,True,False,False
463,463,38,1,2,1,754,12,False,False,True,False,False,False,False,False,False,False,True,True,False,False
464,464,34,1,2,1,1950,18,False,False,False,False,False,False,False,False,False,False,False,False,False,True
465,465,63,1,2,1,2924,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False
466,466,29,0,1,2,1659,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False
467,467,32,1,2,1,7238,48,False,False,False,False,True,False,False,False,False,False,True,False,False,True
468,468,26,0,2,1,2764,33,False,False,False,False,False,False,False,False,False,False,False,False,False,True
469,469,35,1,1,1,4679,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True
470,470,22,1,2,2,3092,24,False,False,False,False,True,False,False,True,False,False,False,True,False,False
471,471,23,0,2,1,448,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False
472,472,28,1,1,1,654,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
473,473,36,1,3,1,1238,6,False,False,True,False,False,False,False,False,False,False,True,False,False,True
474,474,33,1,2,1,1245,18,False,False,False,False,True,False,False,False,False,False,False,True,False,False
475,475,26,0,2,2,3114,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False
476,476,24,1,2,1,2569,39,True,False,False,False,False,False,False,False,True,False,False,False,False,True
477,477,25,1,2,1,5152,24,False,False,False,False,True,False,False,False,False,False,False,False,True,False
478,478,39,1,1,1,1037,12,False,False,False,False,False,False,False,True,False,False,False,True,False,False
479,479,44,1,2,1,1478,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False
480,480,23,0,1,1,3573,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False
481,481,26,1,2,1,1201,24,True,False,False,False,False,False,False,False,False,False,False,True,False,False
482,482,57,0,2,2,3622,30,False,False,False,True,False,False,False,False,False,True,False,False,False,False
483,483,30,0,2,1,960,15,False,False,False,True,False,False,False,False,False,True,False,False,False,True
484,484,44,1,2,1,1163,12,True,False,False,False,False,False,False,False,True,False,False,False,False,True
485,485,47,1,3,1,1209,6,True,False,False,False,False,False,False,False,False,False,False,True,False,False
486,486,52,1,2,1,3077,12,False,False,False,False,True,False,False,False,False,False,False,False,False,True
487,487,62,0,2,0,3757,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True
488,488,35,1,1,2,1418,10,True,False,False,False,False,False,False,True,False,False,False,False,False,True
489,489,26,1,2,2,3518,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True
490,490,26,1,2,1,1934,12,False,False,False,False,True,False,False,False,False,False,False,False,False,True
491,491,42,0,3,0,8318,27,False,False,False,False,False,False,False,False,False,False,False,True,False,False
492,492,27,0,2,1,1237,6,False,False,False,False,True,False,False,True,False,False,False,False,False,True
493,493,38,1,2,1,368,6,False,False,False,False,True,False,False,False,False,False,True,True,False,False
494,494,39,1,1,2,2122,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False
495,495,20,1,2,1,2996,24,False,False,False,True,False,False,False,False,False,False,True,False,False,False
496,496,29,1,3,2,9034,36,False,False,False,True,False,False,False,True,False,False,False,True,False,False
497,497,40,1,2,1,1585,24,False,False,False,True,False,False,False,False,False,False,False,False,False,True
498,498,32,1,1,1,1301,18,False,False,False,False,True,False,False,False,False,False,False,True,False,False
499,499,28,1,2,1,1323,6,True,False,False,False,False,False,False,True,False,False,False,False,True,False
500,500,27,0,2,1,3123,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False
501,501,42,1,2,0,5493,36,True,False,False,False,False,False,False,False,False,False,False,False,False,False
502,502,49,1,2,1,1126,9,False,False,False,False,True,False,False,True,False,False,False,False,True,False
503,503,38,1,2,1,1216,24,False,False,False,False,True,False,False,True,False,False,False,True,False,False
504,504,24,0,2,2,1207,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False
505,505,27,1,1,1,1309,10,True,False,False,False,False,False,False,False,False,False,True,False,False,True
506,506,36,1,2,1,2360,15,True,False,False,False,False,False,False,False,True,False,False,False,True,False
507,507,34,1,3,1,6850,15,True,False,False,False,False,False,False,True,False,False,False,True,False,False
508,508,28,1,2,1,1413,24,False,False,False,False,True,False,False,False,False,False,False,False,False,True
509,509,45,1,3,1,8588,39,True,False,False,False,False,False,False,True,False,False,False,False,False,True
510,510,26,1,2,1,759,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False
511,511,32,1,3,0,4686,36,True,False,False,False,False,False,False,False,False,False,False,False,False,True
512,512,26,1,2,2,2687,15,False,False,False,False,False,False,False,False,False,False,False,False,True,False
513,513,20,1,2,2,585,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False
514,514,54,1,2,1,2255,24,True,False,False,False,False,False,False,False,False,False,True,False,False,True
515,515,37,0,2,1,609,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
516,516,40,1,1,1,1361,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
517,517,23,0,2,2,7127,36,False,False,False,True,False,False,False,False,False,False,False,False,False,True
518,518,43,1,2,1,1203,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False
519,519,36,1,2,0,700,6,False,False,False,False,True,False,False,False,False,False,True,False,False,True
520,520,44,1,2,0,5507,24,False,False,False,False,False,True,False,False,False,False,False,False,False,True
521,521,24,0,2,1,3190,18,False,False,False,False,True,False,False,False,False,False,False,False,False,False
522,522,53,1,2,0,7119,48,False,False,False,True,False,False,False,False,False,False,False,False,False,False
523,523,23,0,2,1,3488,24,True,False,False,False,False,False,False,True,False,False,False,False,False,True
524,524,26,0,1,1,1113,18,False,False,False,False,True,False,False,False,False,False,False,True,False,False
525,525,30,1,2,1,7966,26,True,False,False,False,False,False,False,False,False,False,False,True,False,False
526,526,31,0,2,1,1532,15,False,False,True,False,False,False,False,True,False,False,False,False,False,True
527,527,42,1,1,1,1503,4,False,False,False,False,True,False,False,False,False,False,False,False,False,True
528,528,31,1,2,2,2302,36,False,False,False,False,True,False,False,False,False,False,False,False,False,False
529,529,41,1,1,1,662,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
530,530,32,1,2,1,2273,36,False,False,True,False,False,False,False,False,False,False,False,True,False,False
531,531,28,0,2,2,2631,15,True,False,False,False,False,False,False,True,False,False,False,True,False,False
532,532,41,1,2,2,1503,12,True,False,False,False,False,False,False,False,False,False,False,False,False,True
533,533,26,1,2,1,1311,24,False,False,False,False,True,False,False,True,False,False,False,False,False,True
534,534,25,1,2,1,3105,24,False,False,False,False,True,False,False,False,False,False,True,False,False,True
535,535,33,1,2,2,2319,21,False,False,True,False,False,False,False,False,False,False,False,False,True,False
536,536,75,0,3,1,1374,6,True,False,False,False,False,False,False,False,False,False,True,False,False,False
537,537,37,0,2,1,3612,18,False,False,False,True,False,False,False,False,False,False,False,True,False,False
538,538,42,1,3,0,7763,48,True,False,False,False,False,False,False,False,False,False,False,False,False,False
539,539,45,0,1,1,3049,18,False,False,False,True,False,False,False,False,False,False,False,False,True,False
540,540,23,1,2,2,1534,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False
541,541,60,1,2,0,2032,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True
542,542,31,1,2,1,6350,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False
543,543,34,1,1,1,2864,18,False,False,False,True,False,False,False,False,False,False,False,False,True,False
544,544,61,1,1,1,1255,12,True,False,False,False,False,False,False,False,False,False,False,False,False,True
545,545,43,1,2,0,1333,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False
546,546,37,0,2,1,2022,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True
547,547,32,1,2,1,1552,24,False,False,False,False,True,False,False,False,False,False,False,False,False,True
548,548,24,0,1,1,626,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False
549,549,35,1,2,0,8858,48,True,False,False,False,False,False,False,False,False,False,True,False,False,True
550,550,23,0,2,1,996,12,False,False,False,False,False,True,False,False,False,False,True,False,False,True
551,551,45,1,1,1,1750,6,False,False,False,False,True,False,False,False,True,False,False,False,False,True
552,552,34,1,2,1,6999,48,False,False,False,False,True,False,False,False,False,False,False,False,False,False
553,553,27,1,2,1,1995,12,True,False,False,False,False,False,False,True,False,False,False,True,False,False
554,554,67,0,3,1,1199,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False
555,555,22,1,2,1,1331,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False
556,556,28,0,2,1,2278,18,True,False,False,False,False,False,False,True,False,False,False,True,False,False
557,557,29,0,2,1,5003,21,True,False,False,False,False,False,False,False,False,False,True,False,False,True
558,558,27,1,2,1,3552,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False
559,559,31,1,1,1,1928,18,False,False,False,True,False,False,False,False,False,False,False,True,False,False
560,560,49,1,2,0,2964,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False
561,561,24,1,1,2,1546,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False
562,562,29,0,2,1,683,6,False,False,False,False,True,False,False,False,False,False,False,False,True,False
563,563,37,1,2,0,12389,36,True,False,False,False,False,False,False,False,False,False,True,True,False,False
564,564,37,1,3,1,4712,24,False,False,False,False,False,False,False,False,False,False,True,True,False,False
565,565,23,0,2,2,1553,24,False,False,False,False,True,False,False,True,False,False,False,True,False,False
566,566,36,1,2,1,1372,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False
567,567,34,1,2,1,2578,24,False,False,False,False,True,False,False,False,False,True,False,False,False,True
568,568,41,1,2,1,3979,48,False,False,False,False,True,False,False,False,False,False,True,True,False,False
569,569,31,0,2,1,6758,48,False,False,False,False,True,False,False,False,False,False,False,False,False,False
570,570,23,0,1,2,3234,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False
571,571,38,1,2,1,5954,30,False,False,False,False,True,False,False,False,False,False,False,False,False,True
572,572,26,0,3,2,5433,24,True,False,False,False,False,False,False,False,False,False,True,False,False,True
573,573,22,0,1,1,806,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False
574,574,27,1,1,1,1082,9,False,False,False,False,True,False,False,False,False,False,False,True,False,False
575,575,24,0,2,1,2788,15,False,False,False,True,False,False,False,False,False,False,False,False,False,True
576,576,27,0,2,1,2930,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False
577,577,33,0,2,1,1927,24,False,False,True,False,False,False,False,False,False,False,True,False,False,True
578,578,27,1,2,1,2820,36,True,False,False,False,False,False,False,False,False,False,False,True,False,False
579,579,27,1,1,1,937,24,False,False,True,False,False,False,False,False,False,False,False,False,False,True
580,580,30,1,2,1,1056,18,True,False,False,False,False,False,False,False,False,False,False,True,False,False
581,581,49,1,1,1,3124,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False
582,582,26,0,2,2,1388,9,False,False,False,True,False,False,False,False,False,False,False,False,False,True
583,583,33,1,1,2,2384,36,False,False,False,False,False,True,False,False,False,False,False,True,False,False
584,584,52,0,3,0,2133,12,True,False,False,False,False,False,False,False,False,False,True,False,False,True
585,585,20,0,2,2,2039,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False
586,586,36,1,2,2,2799,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
587,587,21,1,1,1,1289,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False
588,588,47,1,1,1,1217,18,False,True,False,False,False,False,False,False,False,False,False,False,False,False
589,589,60,1,2,1,2246,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False
590,590,58,0,1,1,385,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False
591,591,42,0,2,2,1965,24,True,False,False,False,False,False,False,False,False,False,True,True,False,False
592,592,36,0,1,1,1572,21,False,False,False,False,False,False,False,False,False,True,False,False,False,True
593,593,20,0,1,2,2718,24,True,False,False,False,False,False,False,False,False,False,False,True,False,False
594,594,40,1,3,1,1358,24,False,False,False,False,False,False,True,False,False,False,True,False,False,False
595,595,32,0,1,1,931,6,True,False,False,False,False,False,False,True,False,False,False,True,False,False
596,596,23,0,2,2,1442,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False
597,597,36,1,1,1,4241,24,False,False,False,False,False,False,False,False,False,False,False,True,False,False
598,598,31,1,2,1,2775,18,True,False,False,False,False,False,False,False,False,False,False,False,False,True
599,599,32,1,2,0,3863,24,False,False,False,False,False,False,False,False,False,False,False,False,False,True
600,600,45,0,2,1,2329,7,False,False,False,False,True,False,False,False,False,False,False,True,False,False
601,601,30,0,2,1,918,9,False,False,False,True,False,False,False,False,False,False,False,True,False,False
602,602,34,0,1,0,1837,24,False,False,True,False,False,False,False,False,False,False,False,True,False,False
603,603,28,0,3,1,3349,36,False,False,False,True,False,False,False,False,False,False,False,False,False,True
604,604,23,0,2,1,1275,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False
605,605,22,1,2,1,2828,24,False,False,False,True,False,False,False,False,True,False,False,False,False,False
606,606,74,1,3,1,4526,24,False,False,False,False,False,False,False,False,False,False,False,False,False,True
607,607,50,0,2,0,2671,36,False,False,False,False,True,False,False,True,False,False,False,True,False,False
608,608,33,1,2,1,2051,18,False,False,False,False,True,False,False,False,False,False,False,False,False,True
609,609,45,1,2,0,1300,15,True,False,False,False,False,False,False,False,False,False,True,False,False,True
610,610,22,0,2,1,741,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False
611,611,48,0,1,0,1240,10,True,False,False,False,False,False,False,True,False,False,False,False,True,False
